country,fifa_version,num_players,avg_overall,max_overall,avg_pace,avg_shooting,avg_passing,avg_dribbling,avg_defending,avg_physic,avg_attack_overall,avg_defense_overall
Ivory Coast,21,14,77.92857142857143,83,78.78571428571429,64.71428571428571,69.14285714285714,76.71428571428571,58.5,72.0,78.85714285714286,77.42857142857143
Ivory Coast,22,14,78.42857142857143,84,78.5,66.71428571428571,69.35714285714286,76.0,59.92857142857143,74.57142857142857,78.14285714285714,78.28571428571429
Ivory Coast,23,14,79.0,84,76.64285714285714,65.64285714285714,69.64285714285714,76.21428571428571,64.0,75.21428571428571,78.375,78.375
Ivory Coast,24,14,78.5,83,76.92857142857143,65.35714285714286,69.5,75.71428571428571,64.0,75.64285714285714,77.8,78.0
Jamaica,15,14,68.07142857142857,71,76.3076923076923,54.69230769230769,55.07692307692308,64.61538461538461,47.38461538461539,70.3076923076923,67.85714285714286,68.16666666666667
Jamaica,16,14,70.07142857142857,73,75.57142857142857,52.92857142857143,56.0,64.28571428571429,55.214285714285715,71.71428571428571,70.2,70.125
Jamaica,17,14,71.57142857142857,79,77.15384615384616,54.61538461538461,57.61538461538461,66.07692307692308,54.53846153846154,72.3076923076923,71.0,71.5
Jamaica,18,14,71.14285714285714,77,74.84615384615384,56.0,57.38461538461539,65.76923076923077,53.0,71.46153846153847,69.71428571428571,71.85714285714286
Jamaica,19,14,71.28571428571429,82,71.07692307692308,55.92307692307692,56.15384615384615,65.46153846153847,51.76923076923077,71.23076923076923,68.85714285714286,72.42857142857143
Jamaica,20,14,71.64285714285714,82,68.6923076923077,55.30769230769231,55.30769230769231,64.07692307692308,52.46153846153846,72.07692307692308,71.42857142857143,71.88888888888889
Jamaica,21,14,71.0,80,75.0,58.61538461538461,57.53846153846154,67.53846153846153,50.69230769230769,68.23076923076923,70.25,70.5
Jamaica,22,14,73.5,82,77.0,62.84615384615385,64.0,70.3076923076923,51.23076923076923,70.23076923076923,74.0,72.5
Jamaica,23,14,72.57142857142857,80,77.3076923076923,61.38461538461539,63.76923076923077,70.0,53.84615384615385,70.15384615384616,72.6,71.33333333333333
Jamaica,24,14,73.85714285714286,79,77.92307692307692,67.76923076923077,64.07692307692308,72.0,45.23076923076923,69.84615384615384,72.81818181818181,76.0
Japan,15,14,74.85714285714286,83,76.46153846153847,62.07692307692308,70.38461538461539,76.07692307692308,52.69230769230769,63.23076923076923,75.71428571428571,73.66666666666667
Japan,16,14,74.64285714285714,82,75.64285714285714,61.214285714285715,68.64285714285714,75.64285714285714,47.57142857142857,61.57142857142857,75.55555555555556,73.8
Japan,17,14,76.42857142857143,83,72.71428571428571,63.857142857142854,72.42857142857143,77.42857142857143,49.5,59.642857142857146,77.625,74.8
Japan,18,14,76.5,83,74.78571428571429,64.5,70.21428571428571,76.92857142857143,48.714285714285715,61.785714285714285,76.77777777777777,75.5
Japan,19,14,77.0,83,74.28571428571429,65.5,70.0,77.28571428571429,52.142857142857146,62.5,77.25,76.75
Japan,20,14,76.64285714285714,80,75.71428571428571,62.357142857142854,67.64285714285714,74.35714285714286,57.142857142857146,64.64285714285714,76.375,76.5
Japan,21,14,75.78571428571429,78,74.78571428571429,64.78571428571429,70.35714285714286,76.85714285714286,53.142857142857146,60.785714285714285,75.25,76.0
Japan,22,14,75.78571428571429,79,74.85714285714286,60.5,69.35714285714286,76.28571428571429,55.07142857142857,61.57142857142857,75.625,75.8
Japan,23,14,76.14285714285714,80,78.07142857142857,63.57142857142857,70.5,76.85714285714286,55.214285714285715,63.5,75.8,76.4
Japan,24,14,78.0,81,78.07692307692308,65.76923076923077,72.3076923076923,77.84615384615384,60.23076923076923,69.0,78.33333333333333,77.5
Jordan,15,11,59.90909090909091,67,65.0909090909091,47.54545454545455,50.09090909090909,53.72727272727273,50.54545454545455,67.27272727272727,61.75,59.0
Jordan,16,3,61.333333333333336,65,74.66666666666667,59.333333333333336,49.333333333333336,61.0,41.666666666666664,66.0,65.0,62.0
Jordan,19,1,58.0,58,72.0,39.0,49.0,58.0,54.0,63.0,58.0,58.0
Jordan,20,2,66.0,68,74.0,43.0,55.0,65.0,57.0,66.0,64.0,66.0
Jordan,21,2,62.0,64,65.5,52.5,50.0,61.0,39.5,64.5,62.0,64.0
Jordan,22,3,64.33333333333333,69,71.0,55.333333333333336,54.0,65.66666666666667,38.666666666666664,61.666666666666664,64.33333333333333,64.0
Jordan,23,2,61.5,70,71.5,57.5,49.5,62.5,28.0,59.0,61.5,70.0
Jordan,24,1,71.0,71,82.0,65.0,63.0,78.0,37.0,56.0,71.0,71.0
Kazakhstan,15,3,63.666666666666664,69,68.0,53.666666666666664,55.0,62.333333333333336,52.0,73.66666666666667,57.0,67.0
Kazakhstan,16,4,67.0,69,70.75,54.25,65.0,66.75,54.0,64.5,66.0,66.66666666666667
Kazakhstan,17,3,66.33333333333333,69,70.66666666666667,54.666666666666664,67.66666666666667,69.66666666666667,46.666666666666664,55.0,66.33333333333333,66.33333333333333
Kazakhstan,18,3,66.0,68,67.66666666666667,51.0,64.33333333333333,65.66666666666667,55.666666666666664,60.666666666666664,66.0,66.0
Kazakhstan,19,4,65.0,68,71.75,49.0,60.25,63.5,57.0,62.5,66.0,64.0
Kazakhstan,20,2,68.0,69,67.0,50.0,65.0,65.0,62.0,64.0,68.0,68.0
Kazakhstan,21,6,68.33333333333333,71,70.83333333333333,52.333333333333336,65.0,66.5,57.166666666666664,64.16666666666667,70.0,67.8
Kazakhstan,22,3,67.66666666666667,70,71.33333333333333,61.666666666666664,67.33333333333333,69.0,58.333333333333336,67.33333333333333,67.66666666666667,67.66666666666667
Kazakhstan,23,1,68.0,68,65.0,61.0,72.0,70.0,61.0,65.0,68.0,68.0
Kazakhstan,24,2,67.5,70,76.5,62.0,65.0,68.5,60.0,69.5,67.5,67.5
Kenya,15,6,65.0,75,73.4,53.4,54.6,59.8,49.8,70.4,68.0,64.5
Kenya,16,2,72.5,77,66.0,66.0,67.0,72.0,78.0,89.0,72.5,72.5
Kenya,17,6,68.0,78,67.4,57.8,55.4,60.4,52.6,74.2,62.0,71.0
Kenya,18,7,67.14285714285714,82,66.66666666666667,53.0,52.166666666666664,57.5,54.166666666666664,73.16666666666667,64.0,68.4
Kenya,19,10,65.2,80,72.0,51.7,53.7,62.1,48.4,66.0,61.666666666666664,67.2
Kenya,20,7,65.28571428571429,78,68.71428571428571,52.285714285714285,56.0,63.0,48.714285714285715,62.857142857142854,63.0,67.0
Kenya,21,10,64.5,76,69.1,50.1,53.3,59.6,52.5,66.0,66.5,64.14285714285714
Kenya,22,8,65.5,75,72.0,51.75,54.75,60.875,51.25,68.375,62.0,67.6
Kenya,23,11,62.27272727272727,75,69.27272727272727,45.90909090909091,53.72727272727273,59.09090909090909,51.63636363636363,66.63636363636364,59.75,65.57142857142857
Kenya,24,9,64.55555555555556,74,71.55555555555556,45.55555555555556,53.666666666666664,59.77777777777778,57.0,70.0,62.75,65.71428571428571
Kosovo,15,7,64.57142857142857,71,67.85714285714286,56.857142857142854,53.714285714285715,62.285714285714285,42.142857142857146,66.14285714285714,65.0,63.5
Kosovo,16,14,65.35714285714286,71,66.6923076923077,56.46153846153846,55.15384615384615,63.07692307692308,44.15384615384615,64.61538461538461,64.25,66.83333333333333
Kosovo,17,14,70.64285714285714,74,74.46153846153847,61.23076923076923,64.46153846153847,70.84615384615384,47.15384615384615,65.53846153846153,70.66666666666667,69.66666666666667
Kosovo,18,14,71.14285714285714,75,75.38461538461539,63.92307692307692,62.76923076923077,71.92307692307692,39.38461538461539,65.0,71.77777777777777,69.5
Kosovo,19,14,71.07142857142857,76,72.6923076923077,60.38461538461539,60.92307692307692,68.61538461538461,45.92307692307692,65.92307692307692,71.0909090909091,70.4
Kosovo,20,14,72.35714285714286,79,72.28571428571429,62.42857142857143,65.21428571428571,71.57142857142857,51.857142857142854,66.21428571428571,73.125,71.0
Kosovo,21,14,72.5,79,74.07692307692308,61.69230769230769,65.46153846153847,71.84615384615384,53.30769230769231,68.38461538461539,72.88888888888889,71.42857142857143
Kosovo,22,14,72.57142857142857,77,75.0,62.857142857142854,65.28571428571429,71.92857142857143,48.42857142857143,67.92857142857143,72.22222222222223,72.57142857142857
Kosovo,23,14,73.0,80,71.76923076923077,61.61538461538461,65.92307692307692,71.61538461538461,52.92307692307692,68.61538461538461,72.875,73.0
Kosovo,24,14,73.92857142857143,81,71.38461538461539,63.92307692307692,67.3076923076923,72.61538461538461,49.30769230769231,68.6923076923077,73.0,74.16666666666667
Kuwait,15,1,66.0,66,67.0,50.0,61.0,49.0,63.0,74.0,66.0,66.0
Kuwait,16,2,69.0,73,76.5,64.0,68.0,71.5,33.0,62.5,69.0,69.0
Kuwait,17,2,69.0,71,68.0,59.0,67.5,68.0,46.5,67.0,71.0,67.0
Kuwait,18,2,66.0,71,60.0,38.5,53.5,51.5,63.0,65.0,66.0,66.0
Kyrgyzstan,15,1,62.0,62,,,,,,,62.0,62.0
Kyrgyzstan,16,1,70.0,70,,,,,,,70.0,70.0
Kyrgyzstan,17,1,69.0,69,,,,,,,69.0,69.0
Kyrgyzstan,18,1,58.0,58,62.0,57.0,46.0,51.0,18.0,61.0,58.0,58.0
Kyrgyzstan,22,1,65.0,65,77.0,62.0,56.0,66.0,32.0,67.0,65.0,65.0
Latvia,15,11,62.27272727272727,74,70.11111111111111,59.77777777777778,51.333333333333336,62.333333333333336,36.55555555555556,57.44444444444444,61.142857142857146,64.25
Latvia,16,11,63.90909090909091,72,69.7,52.5,53.9,60.7,49.7,63.8,65.75,62.857142857142854
Latvia,17,10,65.3,73,70.55555555555556,55.666666666666664,55.22222222222222,61.333333333333336,45.888888888888886,64.33333333333333,66.0,64.6
Latvia,18,7,67.42857142857143,73,72.6,57.4,53.4,61.8,40.8,71.0,69.33333333333333,66.0
Latvia,19,6,61.833333333333336,69,59.666666666666664,45.0,44.666666666666664,49.0,49.333333333333336,69.33333333333333,63.0,61.6
Latvia,20,6,61.666666666666664,70,53.5,40.0,41.25,45.5,45.75,69.75,57.5,63.75
Latvia,21,7,61.714285714285715,70,60.833333333333336,44.0,45.666666666666664,53.5,43.833333333333336,66.16666666666667,59.0,63.25
Latvia,22,7,60.714285714285715,65,61.5,47.0,50.166666666666664,56.5,39.833333333333336,66.33333333333333,60.0,61.666666666666664
Latvia,23,5,62.2,67,64.2,53.2,51.4,59.0,37.0,65.4,61.75,64.0
Latvia,24,6,62.166666666666664,66,62.4,53.4,55.6,61.2,49.8,64.4,65.0,61.8
Lebanon,15,3,62.0,64,66.5,51.5,50.5,52.0,47.0,59.0,63.0,61.5
Lebanon,16,5,63.0,67,68.0,47.75,52.0,54.5,55.0,69.25,62.0,63.25
Lebanon,17,1,64.0,64,75.0,61.0,58.0,68.0,30.0,59.0,64.0,64.0
Lebanon,18,5,62.6,69,70.75,60.25,53.75,64.75,25.5,59.75,63.0,61.0
Lebanon,20,3,64.0,66,65.66666666666667,49.333333333333336,52.333333333333336,57.333333333333336,53.0,69.33333333333333,63.0,64.5
Lebanon,21,3,64.0,66,65.0,51.0,53.333333333333336,59.333333333333336,52.666666666666664,69.66666666666667,63.0,64.5
Lebanon,22,2,63.0,66,63.0,50.0,47.5,52.5,48.0,75.5,60.0,66.0
Lebanon,23,1,63.0,63,67.0,60.0,50.0,59.0,37.0,79.0,63.0,63.0
Lebanon,24,1,62.0,62,67.0,60.0,50.0,58.0,37.0,85.0,62.0,62.0
Liberia,15,5,67.0,73,74.4,63.0,57.2,69.0,38.4,65.2,67.0,67.0
Liberia,16,4,64.0,66,78.25,60.75,49.75,66.75,25.0,62.75,64.0,64.0
Liberia,17,5,61.8,67,74.4,58.0,54.2,65.8,29.8,56.6,61.0,61.8
Liberia,18,2,64.0,67,78.5,63.5,48.0,61.0,35.5,61.0,64.0,64.0
Liberia,19,2,64.5,68,84.0,61.5,53.0,62.5,32.0,60.5,64.5,64.5
Liberia,20,1,69.0,69,89.0,65.0,53.0,67.0,23.0,74.0,69.0,69.0
Liberia,21,4,64.25,73,79.25,58.75,57.75,65.5,45.25,65.75,64.0,64.5
Liberia,22,5,65.0,75,78.4,56.0,56.4,67.2,39.4,67.6,64.0,75.0
Liberia,23,6,64.0,75,75.83333333333333,53.166666666666664,56.833333333333336,65.5,44.5,67.0,66.0,64.33333333333333
Liberia,24,6,65.16666666666667,76,66.33333333333333,48.5,59.166666666666664,61.833333333333336,57.833333333333336,70.33333333333333,61.0,67.0
Libya,15,3,60.0,64,78.66666666666667,53.0,56.333333333333336,63.333333333333336,30.666666666666668,59.666666666666664,58.0,64.0
Libya,16,5,61.8,69,68.2,50.8,55.4,63.0,42.6,55.0,62.0,58.0
Libya,17,4,63.75,72,74.0,51.0,55.25,64.5,38.5,54.0,66.0,57.0
Libya,18,2,67.5,72,77.0,58.5,61.0,72.5,34.5,58.0,67.5,67.5
Libya,19,4,69.5,72,80.75,54.5,61.5,74.0,41.0,60.5,69.66666666666667,69.0
Libya,20,4,71.0,72,74.5,53.0,64.5,71.75,52.5,64.5,71.0,71.0
Libya,21,4,71.25,73,74.75,53.0,64.5,71.75,52.5,65.5,71.0,71.25
Libya,22,3,73.33333333333333,77,73.0,62.0,67.33333333333333,74.0,50.333333333333336,67.33333333333333,72.0,74.0
Libya,23,3,73.33333333333333,79,72.0,64.66666666666667,67.33333333333333,73.0,51.666666666666664,67.33333333333333,70.5,75.0
Libya,24,4,72.5,81,72.0,62.75,64.75,69.5,57.25,68.0,70.0,73.33333333333333
Liechtenstein,15,8,56.5,63,58.666666666666664,43.666666666666664,51.666666666666664,54.333333333333336,55.0,60.5,55.0,56.5
Liechtenstein,16,6,59.166666666666664,65,57.4,45.4,53.0,56.4,58.4,63.0,55.5,59.166666666666664
Liechtenstein,17,7,61.42857142857143,73,62.8,47.4,55.6,61.8,56.8,62.4,58.0,59.8
Liechtenstein,18,3,64.66666666666667,73,68.0,52.333333333333336,56.666666666666664,64.0,47.666666666666664,67.66666666666667,60.5,69.0
Liechtenstein,19,4,62.25,72,66.75,54.5,55.0,63.0,45.5,64.0,61.0,69.0
Liechtenstein,20,2,62.0,65,69.0,54.0,57.5,65.5,47.0,55.5,65.0,65.0
Liechtenstein,21,5,59.0,64,66.0,44.0,52.0,58.666666666666664,45.333333333333336,58.666666666666664,55.5,60.75
Liechtenstein,23,1,70.0,70,70.0,57.0,69.0,71.0,62.0,69.0,70.0,70.0
Liechtenstein,24,1,69.0,69,70.0,57.0,69.0,70.0,60.0,67.0,69.0,69.0
Lithuania,15,14,63.142857142857146,75,61.90909090909091,50.90909090909091,49.90909090909091,56.18181818181818,47.09090909090909,66.45454545454545,59.25,64.625
Lithuania,16,11,66.27272727272727,74,64.8,57.2,53.2,61.4,44.8,67.6,63.333333333333336,67.375
Lithuania,17,12,65.08333333333333,78,71.14285714285714,48.57142857142857,53.857142857142854,58.285714285714285,42.285714285714285,64.57142857142857,68.5,65.125
Lithuania,18,12,64.08333333333333,76,63.0,53.375,55.125,61.125,39.0,67.625,68.0,63.333333333333336
Lithuania,19,11,61.27272727272727,71,61.75,48.5,54.875,59.0,44.5,62.25,57.666666666666664,60.0
Lithuania,20,10,63.4,73,60.0,47.75,51.0,56.0,45.5,62.375,64.33333333333333,64.2
Lithuania,21,9,62.888888888888886,74,63.75,45.75,49.5,53.25,43.625,64.0,61.666666666666664,62.8
Lithuania,22,9,63.55555555555556,71,67.85714285714286,49.285714285714285,55.142857142857146,57.714285714285715,46.42857142857143,67.28571428571429,66.5,63.333333333333336
Lithuania,23,10,63.3,70,66.5,41.166666666666664,52.833333333333336,54.166666666666664,54.166666666666664,65.16666666666667,64.0,63.22222222222222
Lithuania,24,5,62.4,66,65.6,44.6,55.4,56.0,58.4,68.4,62.4,62.4
Luxembourg,15,5,60.2,65,61.4,41.8,51.0,51.2,57.6,67.8,60.2,59.5
Luxembourg,16,7,63.714285714285715,70,60.166666666666664,52.5,54.0,56.666666666666664,50.5,70.5,60.5,65.0
Luxembourg,17,7,65.14285714285714,73,57.666666666666664,43.166666666666664,52.0,51.5,63.333333333333336,70.33333333333333,65.14285714285714,65.16666666666667
Luxembourg,18,8,65.75,71,57.857142857142854,45.0,55.285714285714285,56.857142857142854,56.42857142857143,66.28571428571429,63.0,66.5
Luxembourg,19,9,63.333333333333336,71,57.55555555555556,40.888888888888886,52.666666666666664,56.77777777777778,59.333333333333336,66.22222222222223,57.0,64.125
Luxembourg,20,9,65.66666666666667,72,64.33333333333333,50.666666666666664,58.0,61.55555555555556,52.888888888888886,67.55555555555556,65.25,65.83333333333333
Luxembourg,21,11,66.81818181818181,72,64.0,50.27272727272727,58.36363636363637,60.81818181818182,55.45454545454545,67.81818181818181,65.5,67.57142857142857
Luxembourg,22,14,66.57142857142857,72,65.0,50.916666666666664,60.583333333333336,63.5,56.916666666666664,68.33333333333333,66.0,67.1
Luxembourg,23,14,66.85714285714286,74,70.25,52.25,61.666666666666664,64.33333333333333,53.166666666666664,65.83333333333333,67.83333333333333,67.0
Luxembourg,24,14,67.0,76,69.08333333333333,48.75,59.833333333333336,62.833333333333336,59.25,68.91666666666667,66.75,66.9
Macau,20,1,61.0,61,61.0,31.0,37.0,43.0,63.0,61.0,61.0,61.0
Macau,21,1,60.0,60,56.0,31.0,37.0,42.0,63.0,60.0,60.0,60.0
Madagascar,15,3,63.666666666666664,68,78.66666666666667,46.0,54.0,60.666666666666664,48.333333333333336,59.0,65.5,60.0
Madagascar,16,4,64.0,71,71.75,49.5,59.25,62.5,51.0,58.75,66.0,59.5
Madagascar,17,2,65.0,70,62.0,55.5,58.0,66.0,43.5,60.5,70.0,60.0
Madagascar,18,4,66.75,72,77.75,59.5,58.5,67.5,35.0,60.0,66.33333333333333,66.75
Madagascar,19,9,65.44444444444444,71,69.88888888888889,48.888888888888886,59.0,61.333333333333336,53.22222222222222,63.44444444444444,66.33333333333333,65.33333333333333
Madagascar,20,8,70.25,75,74.75,46.0,61.125,62.75,60.0,70.5,69.0,70.66666666666667
Madagascar,21,9,69.22222222222223,75,70.88888888888889,48.44444444444444,60.77777777777778,62.333333333333336,57.0,71.33333333333333,65.66666666666667,71.0
Madagascar,22,8,69.0,73,68.625,45.625,61.25,62.0,65.375,72.5,64.0,69.0
Madagascar,23,7,67.85714285714286,73,73.28571428571429,55.285714285714285,61.0,68.14285714285714,56.142857142857146,63.142857142857146,67.33333333333333,69.2
Madagascar,24,6,68.5,73,71.5,58.0,62.166666666666664,68.33333333333333,59.166666666666664,69.83333333333333,65.5,68.25
Malawi,20,1,62.0,62,75.0,60.0,43.0,67.0,21.0,46.0,62.0,62.0
Malawi,21,1,70.0,70,77.0,73.0,46.0,70.0,21.0,61.0,70.0,70.0
Malawi,22,2,62.5,70,73.5,53.5,46.5,61.0,37.0,61.0,62.5,55.0
Malawi,24,2,59.5,64,73.5,35.5,48.5,54.0,56.0,62.0,55.0,59.5
Malaysia,21,1,56.0,56,72.0,58.0,54.0,65.0,18.0,46.0,56.0,56.0
Malaysia,22,2,59.0,61,70.5,55.0,54.0,66.5,30.5,55.5,59.0,59.0
Mali,15,14,72.42857142857143,77,72.92307692307692,62.23076923076923,65.38461538461539,68.92307692307692,55.69230769230769,74.15384615384616,72.5,72.125
Mali,16,14,73.07142857142857,79,73.38461538461539,62.30769230769231,62.15384615384615,66.6923076923077,54.07692307692308,73.53846153846153,72.83333333333333,73.125
Mali,17,14,73.57142857142857,78,71.07692307692308,59.15384615384615,61.84615384615385,64.53846153846153,56.69230769230769,76.07692307692308,74.0,72.88888888888889
Mali,18,14,73.0,77,71.61538461538461,57.92307692307692,61.23076923076923,66.0,54.53846153846154,74.6923076923077,73.33333333333333,72.66666666666667
Mali,19,14,73.42857142857143,80,75.21428571428571,59.857142857142854,63.142857142857146,68.78571428571429,55.857142857142854,70.07142857142857,73.33333333333333,73.42857142857143
Mali,20,14,75.0,80,79.42857142857143,59.285714285714285,65.5,72.42857142857143,58.642857142857146,72.0,74.8,75.0
Mali,21,14,75.14285714285714,79,79.46153846153847,59.53846153846154,65.38461538461539,73.6923076923077,57.61538461538461,72.38461538461539,76.33333333333333,75.5
Mali,22,14,74.92857142857143,79,77.35714285714286,59.142857142857146,65.92857142857143,73.07142857142857,63.07142857142857,74.5,74.0,74.875
Mali,23,14,75.85714285714286,81,77.92857142857143,62.07142857142857,68.21428571428571,75.0,65.0,75.78571428571429,74.2,76.08333333333333
Mali,24,14,76.21428571428571,80,75.78571428571429,61.785714285714285,68.28571428571429,75.21428571428571,64.78571428571429,74.07142857142857,74.75,76.72727272727273
Malta,15,4,57.5,64,53.0,49.0,54.25,57.5,45.0,63.75,52.0,63.0
Malta,16,1,64.0,64,56.0,49.0,57.0,64.0,65.0,84.0,64.0,64.0
Malta,17,4,60.5,67,67.25,47.5,51.75,59.75,40.75,58.75,67.0,57.0
Malta,18,3,62.0,63,70.0,43.0,52.666666666666664,65.0,48.333333333333336,59.666666666666664,62.0,62.5
Malta,19,2,61.5,62,77.5,41.5,52.5,67.0,42.5,50.5,61.5,62.0
Malta,20,2,60.0,63,65.0,50.0,56.0,62.5,42.5,50.5,63.0,57.0
Malta,21,1,62.0,62,68.0,53.0,58.0,69.0,36.0,42.0,62.0,62.0
Malta,22,2,63.5,69,62.0,63.0,55.0,60.5,41.5,67.0,63.5,69.0
Malta,23,4,66.25,75,71.0,55.0,60.75,67.5,52.75,57.25,64.5,69.0
Malta,24,5,67.6,79,67.4,54.6,59.8,62.0,60.8,62.8,71.5,67.6
Mauritania,15,3,63.0,66,70.0,47.0,51.666666666666664,57.666666666666664,48.666666666666664,64.66666666666667,66.0,61.5
Mauritania,16,3,66.0,68,66.66666666666667,43.666666666666664,54.0,56.333333333333336,53.333333333333336,67.66666666666667,66.0,66.0
Mauritania,17,3,67.33333333333333,70,65.33333333333333,43.666666666666664,54.0,56.0,54.333333333333336,68.33333333333333,67.0,67.5
Mauritania,18,2,66.5,70,58.5,33.5,50.0,49.5,64.5,74.0,66.5,66.5
Mauritania,19,4,63.5,67,65.5,35.75,48.0,54.25,61.25,68.75,63.0,63.5
Mauritania,20,6,64.16666666666667,67,61.333333333333336,36.833333333333336,51.666666666666664,54.5,62.5,69.66666666666667,64.16666666666667,64.16666666666667
Mauritania,21,7,63.285714285714285,69,61.57142857142857,45.0,50.57142857142857,57.57142857142857,57.0,67.57142857142857,60.0,64.83333333333333
Mauritania,22,3,64.33333333333333,68,66.0,50.0,55.333333333333336,63.333333333333336,53.0,65.0,67.0,67.0
Mauritania,23,6,63.666666666666664,68,65.66666666666667,55.833333333333336,54.333333333333336,63.166666666666664,42.333333333333336,64.0,64.0,64.66666666666667
Mauritania,24,3,65.33333333333333,66,71.5,52.5,52.0,62.0,43.5,72.0,64.0,66.0
Mauritius,16,1,67.0,67,69.0,53.0,69.0,69.0,57.0,69.0,67.0,67.0
Mauritius,17,1,69.0,69,71.0,53.0,71.0,70.0,56.0,64.0,69.0,69.0
Mauritius,18,1,67.0,67,70.0,53.0,68.0,70.0,57.0,65.0,67.0,67.0
Mauritius,19,1,71.0,71,69.0,41.0,56.0,62.0,71.0,76.0,71.0,71.0
Mauritius,20,1,66.0,66,70.0,53.0,67.0,69.0,59.0,67.0,66.0,66.0
Mauritius,22,1,67.0,67,65.0,41.0,54.0,58.0,65.0,76.0,67.0,67.0
Mauritius,23,1,65.0,65,65.0,41.0,53.0,56.0,64.0,76.0,65.0,65.0
Mauritius,24,1,65.0,65,65.0,41.0,53.0,57.0,64.0,76.0,65.0,65.0
Mexico,15,14,77.07142857142857,82,78.41666666666667,67.16666666666667,69.75,73.16666666666667,54.083333333333336,70.16666666666667,77.71428571428571,76.11111111111111
Mexico,16,14,77.85714285714286,82,74.0909090909091,65.18181818181819,69.54545454545455,74.0,56.90909090909091,67.72727272727273,79.25,77.33333333333333
Mexico,17,14,79.78571428571429,83,78.36363636363636,68.27272727272727,71.45454545454545,78.18181818181819,55.09090909090909,67.54545454545455,80.4,79.375
Mexico,18,14,79.42857142857143,82,76.76923076923077,69.46153846153847,72.46153846153847,77.76923076923077,51.23076923076923,66.61538461538461,79.66666666666667,78.83333333333333
Mexico,19,14,78.85714285714286,82,75.5,71.58333333333333,72.75,78.0,54.25,66.33333333333333,79.2,78.2
Mexico,20,14,79.14285714285714,83,74.46153846153847,66.76923076923077,71.23076923076923,75.84615384615384,61.53846153846154,70.07692307692308,80.0,78.28571428571429
Mexico,21,14,79.21428571428571,84,74.33333333333333,71.33333333333333,73.91666666666667,78.25,58.666666666666664,69.41666666666667,79.66666666666667,78.57142857142857
Mexico,22,14,79.28571428571429,83,76.0,70.25,73.25,77.0,60.916666666666664,73.0,80.66666666666667,78.375
Mexico,23,14,79.0,82,75.5,67.83333333333333,72.08333333333333,77.41666666666667,58.166666666666664,73.25,79.57142857142857,78.16666666666667
Mexico,24,14,78.78571428571429,81,75.61538461538461,70.76923076923077,71.46153846153847,77.38461538461539,56.46153846153846,73.23076923076923,78.55555555555556,79.2
Moldova,15,7,64.57142857142857,68,66.5,49.5,55.333333333333336,57.5,53.333333333333336,65.83333333333333,62.666666666666664,65.4
Moldova,16,5,70.4,74,60.75,47.5,60.25,57.5,73.0,75.75,70.4,70.4
Moldova,17,4,72.0,75,64.5,55.25,64.75,66.0,68.5,70.75,75.0,74.66666666666667
Moldova,18,6,69.66666666666667,75,62.333333333333336,46.333333333333336,57.166666666666664,56.5,69.83333333333333,72.83333333333333,75.0,69.66666666666667
Moldova,19,5,65.6,74,63.5,57.0,56.75,60.25,52.25,65.5,69.5,71.0
Moldova,20,12,65.0,75,60.333333333333336,47.333333333333336,55.888888888888886,57.0,56.77777777777778,63.888888888888886,65.66666666666667,65.8
Moldova,21,12,64.66666666666667,75,59.4,51.2,55.6,58.1,52.8,67.7,65.0,64.5
Moldova,22,8,67.25,72,60.57142857142857,55.857142857142854,59.142857142857146,61.57142857142857,55.714285714285715,69.85714285714286,68.5,67.5
Moldova,23,12,63.0,71,56.90909090909091,50.54545454545455,51.09090909090909,55.09090909090909,53.45454545454545,65.0909090909091,62.75,62.0
Moldova,24,11,65.0,72,62.1,55.0,53.2,58.7,49.1,69.5,65.4,63.2
Montenegro,15,14,67.21428571428571,81,65.71428571428571,51.57142857142857,54.642857142857146,58.0,52.714285714285715,67.57142857142857,67.2,67.875
Montenegro,16,14,69.78571428571429,81,68.57142857142857,55.285714285714285,57.214285714285715,62.642857142857146,52.07142857142857,68.57142857142857,68.16666666666667,71.71428571428571
Montenegro,17,14,72.85714285714286,82,69.5,59.714285714285715,61.0,65.71428571428571,52.357142857142854,71.28571428571429,74.0,73.71428571428571
Montenegro,18,14,71.92857142857143,82,68.64285714285714,58.285714285714285,59.785714285714285,65.0,50.57142857142857,70.42857142857143,71.66666666666667,72.71428571428571
Montenegro,19,14,72.14285714285714,83,67.46153846153847,56.07692307692308,60.61538461538461,66.23076923076923,52.92307692307692,70.0,72.25,73.25
Montenegro,20,14,71.5,82,66.57142857142857,57.57142857142857,60.42857142857143,66.5,49.285714285714285,67.64285714285714,70.0,72.8
Montenegro,21,14,71.92857142857143,81,69.71428571428571,57.57142857142857,62.857142857142854,67.57142857142857,53.214285714285715,68.42857142857143,70.75,72.66666666666667
Montenegro,22,14,72.85714285714286,84,68.28571428571429,60.5,61.57142857142857,66.0,52.214285714285715,73.42857142857143,72.66666666666667,74.0
Montenegro,23,14,71.5,84,67.23076923076923,57.53846153846154,61.84615384615385,65.07692307692308,55.46153846153846,74.0,70.71428571428571,71.66666666666667
Montenegro,24,14,71.5,82,70.0,57.69230769230769,58.61538461538461,64.76923076923077,51.15384615384615,74.61538461538461,70.66666666666667,72.125
Montserrat,15,1,60.0,60,67.0,40.0,52.0,54.0,60.0,79.0,60.0,60.0
